sample-data.csv
ph,alkalinity,chlorine,calcium_hardness,cyanuric_acid,pool_volume,parameter,chemical,target,dosage
7.4,80,2,200,30,50000,chlorine,Calcium Hypochlorite 67%,3,30.00
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 67%,1,20.00
7.4,80,1,200,30,100000,chlorine,Calcium Hypochlorite 67%,2,40.00
7.4,80,2,200,30,100000,chlorine,Calcium Hypochlorite 67%,3,60.00
7.4,80,0,200,30,400,chlorine,Calcium Hypochlorite 75%,1,0.12
7.4,80,1,200,30,400,chlorine,Calcium Hypochlorite 75%,2,0.24
7.4,80,2,200,30,400,chlorine,Calcium Hypochlorite 75%,3,0.36
7.4,80,0,200,30,1000,chlorine,Calcium Hypochlorite 75%,1,0.30
7.4,80,1,200,30,1000,chlorine,Calcium Hypochlorite 75%,2,0.60
7.4,80,2,200,30,1000,chlorine,Calcium Hypochlorite 75%,3,0.90
7.4,80,0,200,30,5000,chlorine,Calcium Hypochlorite 75%,1,1.49
7.4,80,1,200,30,5000,chlorine,Calcium Hypochlorite 75%,2,2.98
7.4,80,2,200,30,5000,chlorine,Calcium Hypochlorite 75%,3,4.47
7.4,80,0,200,30,10000,chlorine,Calcium Hypochlorite 75%,1,2.97
7.4,80,1,200,30,10000,chlorine,Calcium Hypochlorite 75%,2,5.94
7.4,80,2,200,30,10000,chlorine,Calcium Hypochlorite 75%,3,8.91
7.4,80,0,200,30,20000,chlorine,Calcium Hypochlorite 75%,1,5.94
7.4,80,1,200,30,20000,chlorine,Calcium Hypochlorite 75%,2,11.88
7.4,80,2,200,30,20000,chlorine,Calcium Hypochlorite 75%,3,17.82
7.4,80,0,200,30,50000,chlorine,Calcium Hypochlorite 75%,1,14.85
7.4,80,1,200,30,50000,chlorine,Calcium Hypochlorite 75%,2,29.70
7.4,80,2,200,30,50000,chlorine,Calcium Hypochlorite 75%,3,44.55
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 75%,1,29.70
7.4,80,1,200,30,100000,chlorine,Calcium Hypochlorite 75%,2,59.40
7.4,80,2,200,30,100000,chlorine,Calcium Hypochlorite 75%,3,89.10
7.4,80,0,200,30,400,chlorine,Sodium Hypochlorite 12%,1,0.52
7.4,80,1,200,30,400,chlorine,Sodium Hypochlorite 12%,2,1.04
7.4,80,2,200,30,400,chlorine,Sodium Hypochlorite 12%,3,1.56
7.4,80,0,200,30,1000,chlorine,Sodium Hypochlorite 12%,1,1.30
7.4,80,1,200,30,1000,chlorine,Sodium Hypochlorite 12%,2,2.60
7.4,80,2,200,30,1000,chlorine,Sodium Hypochlorite 12%,3,3.90
7.4,80,0,200,30,5000,chlorine,Sodium Hypochlorite 12%,1,6.50
7.4,80,1,200,30,5000,chlorine,Sodium Hypochlorite 12%,2,13.00
7.4,80,2,200,30,5000,chlorine,Sodium Hypochlorite 12%,3,19.50
7.4,80,0,200,30,10000,chlorine,Sodium Hypochlorite 12%,1,13.00
7.4,80,1,200,30,10000,chlorine,Sodium Hypochlorite 12%,2,26.00
7.4,80,2,200,30,10000,chlorine,Sodium Hypochlorite 12%,3,39.00
7.4,80,0,200,30,20000,chlorine,Sodium Hypochlorite 12%,1,26.00
7.4,80,1,200,30,20000,chlorine,Sodium Hypochlorite 12%,2,52.00
7.4,80,2,200,30,20000,chlorine,Sodium Hypochlorite 12%,3,78.00
7.4,80,0,200,30,50000,chlorine,Sodium Hypochlorite 12%,1,65.00
7.4,80,1,200,30,50000,chlorine,Sodium Hypochlorite 12%,2,130.00
7.4,80,2,200,30,50000,chlorine,Sodium Hypochlorite 12%,3,195.00
7.4,80,0,200,30,100000,chlorine,Sodium Hypochlorite 12%,1,130.00
7.4,80,1,200,30,100000,chlorine,Sodium Hypochlorite 12%,2,260.00
7.4,80,2,200,30,100000,chlorine,Sodium Hypochlorite 12%,3,390.00
7.4,80,0,200,30,400,chlorine,Lithium Hypochlorite 35%,1,0.16
7.4,80,1,200,30,400,chlorine,Lithium Hypochlorite 35%,2,0.32
7.4,80,2,200,30,400,chlorine,Lithium Hypochlorite 35%,3,0.48
7.4,80,0,200,30,1000,chlorine,Lithium Hypochlorite 35%,1,0.40
7.4,80,1,200,30,1000,chlorine,Lithium Hypochlorite 35%,2,0.80
7.4,80,2,200,30,1000,chlorine,Lithium Hypochlorite 35%,3,1.20
7.4,80,0,200,30,5000,chlorine,Lithium Hypochlorite 35%,1,2.00
7.4,80,1,200,30,5000,chlorine,Lithium Hypochlorite 35%,2,4.00
7.4,80,2,200,30,5000,chlorine,Lithium Hypochlorite 35%,3,6.00
7.4,80,0,200,30,10000,chlorine,Lithium Hypochlorite 35%,1,4.00
7.4,80,1,200,30,10000,chlorine,Lithium Hypochlorite 35%,2,8.00
7.4,80,2,200,30,10000,chlorine,Lithium Hypochlorite 35%,3,12.00
7.4,80,0,200,30,20000,chlorine,Lithium Hypochlorite 35%,1,8.00
7.4,80,1,200,30,20000,chlorine,Lithium Hypochlorite 35%,2,16.00
7.4,80,2,200,30,20000,chlorine,Lithium Hypochlorite 35%,3,24.00
7.4,80,0,200,30,50000,chlorine,Lithium Hypochlorite 35%,1,20.00
7.4,80,1,200,30,50000,chlorine,Lithium Hypochlorite 35%,2,40.00
7.4,80,2,200,30,50000,chlorine,Lithium Hypochlorite 35%,3,60.00
7.4,80,0,200,30,100000,chlorine,Lithium Hypochlorite 35%,1,40.00
7.4,80,1,200,30,100000,chlorine,Lithium Hypochlorite 35%,2,80.00
7.4,80,2,200,30,100000,chlorine,Lithium Hypochlorite 35%,3,120.00
7.4,80,0,200,30,400,chlorine,Trichlor 90%,1,0.06
7.4,80,1,200,30,400,chlorine,Trichlor 90%,2,0.12
7.4,80,2,200,30,400,chlorine,Trichlor 90%,3,0.18
7.4,80,0,200,30,1000,chlorine,Trichlor 90%,1,0.15
7.4,80,1,200,30,1000,chlorine,Trichlor 90%,2,0.30
7.4,80,2,200,30,1000,chlorine,Trichlor 90%,3,0.45
7.4,80,0,200,30,5000,chlorine,Trichlor 90%,1,0.75
7.4,80,1,200,30,5000,chlorine,Trichlor 90%,2,1.50
7.4,80,2,200,30,5000,chlorine,Trichlor 90%,3,2.25
7.4,80,0,200,30,10000,chlorine,Trichlor 90%,1,1.50
7.4,80,1,200,30,10000,chlorine,Trichlor 90%,2,3.00
7.4,80,2,200,30,10000,chlorine,Trichlor 90%,3,4.50
7.4,80,0,200,30,20000,chlorine,Trichlor 90%,1,3.00
7.4,80,1,200,30,20000,chlorine,Trichlor 90%,2,6.00
7.4,80,2,200,30,20000,chlorine,Trichlor 90%,3,9.00
7.4,80,0,200,30,50000,chlorine,Trichlor 90%,1,7.50
7.4,80,1,200,30,50000,chlorine,Trichlor 90%,2,15.00
7.4,80,2,200,30,50000,chlorine,Trichlor 90%,3,22.50
7.4,80,0,200,30,100000,chlorine,Trichlor 90%,1,15.00
7.4,80,1,200,30,100000,chlorine,Trichlor 90%,2,30.00
7.4,80,2,200,30,100000,chlorine,Trichlor 90%,3,45.00
7.4,80,0,200,30,400,chlorine,Dichlor 56%,1,0.10
7.4,80,1,200,30,400,chlorine,Dichlor 56%,2,0.20
7.4,80,2,200,30,400,chlorine,Dichlor 56%,3,0.30
7.4,80,0,200,30,1000,chlorine,Dichlor 56%,1,0.25
7.4,80,1,200,30,1000,chlorine,Dichlor 56%,2,0.50
7.4,80,2,200,30,1000,chlorine,Dichlor 56%,3,0.75
7.4,80,0,200,30,5000,chlorine,Dichlor 56%,1,1.25
7.4,80,1,200,30,5000,chlorine,Dichlor 56%,2,2.50
7.4,80,2,200,30,5000,chlorine,Dichlor 56%,3,3.75
7.4,80,0,200,30,10000,chlorine,Dichlor 56%,1,2.50
7.4,80,1,200,30,10000,chlorine,Dichlor 56%,2,5.00
7.4,80,2,200,30,10000,chlorine,Dichlor 56%,3,7.50
7.4,80,0,200,30,20000,chlorine,Dichlor 56%,1,5.00
7.4,80,1,200,30,20000,chlorine,Dichlor 56%,2,10.00
7.4,80,2,200,30,20000,chlorine,Dichlor 56%,3,15.00
7.4,80,0,200,30,50000,chlorine,Dichlor 56%,1,12.50
7.4,80,1,200,30,50000,chlorine,Dichlor 56%,2,25.00
7.4,80,2,200,30,50000,chlorine,Dichlor 56%,3,37.50
7.4,80,0,200,30,100000,chlorine,Dichlor 56%,1,25.00
7.4,80,1,200,30,100000,chlorine,Dichlor 56%,2,50.00
7.4,80,2,200,30,100000,chlorine,Dichlor 56%,3,75.00
7.4,80,0,200,30,400,chlorine,Chlorine Gas,3,0.15
7.4,80,0,200,30,1000,chlorine,Chlorine Gas,3,0.39
7.4,80,0,200,30,5000,chlorine,Chlorine Gas,3,1.95
7.4,80,0,200,30,10000,chlorine,Chlorine Gas,3,3.90
7.4,80,0,200,30,20000,chlorine,Chlorine Gas,3,7.80
7.4,80,0,200,30,50000,chlorine,Chlorine Gas,3,19.50
7.4,80,0,200,30,100000,chlorine,Chlorine Gas,3,39.00
7.4,80,0,200,30,400,chlorine,Calcium Hypochlorite 67%,3,0.24
7.4,80,0,200,30,1000,chlorine,Calcium Hypochlorite 67%,3,0.60
7.4,80,0,200,30,5000,chlorine,Calcium Hypochlorite 67%,3,3.00
7.4,80,0,200,30,10000,chlorine,Calcium Hypochlorite 67%,3,6.00
7.4,80,0,200,30,20000,chlorine,Calcium Hypochlorite 67%,3,12.00
7.4,80,0,200,30,50000,chlorine,Calcium Hypochlorite 67%,3,30.00
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 67%,3,60.00
7.4,80,0,200,30,400,chlorine,Calcium Hypochlorite 75%,3,0.36
7.4,80,0,200,30,1000,chlorine,Calcium Hypochlorite 75%,3,0.90
7.4,80,0,200,30,5000,chlorine,Calcium Hypochlorite 75%,3,4.47
7.4,80,0,200,30,10000,chlorine,Calcium Hypochlorite 75%,3,8.91
7.4,80,0,200,30,20000,chlorine,Calcium Hypochlorite 75%,3,17.82
7.4,80,0,200,30,50000,chlorine,Calcium Hypochlorite 75%,3,44.55
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 75%,3,89.10
7.4,80,0,200,30,400,chlorine,Sodium Hypochlorite 12%,3,1.56
7.4,80,0,200,30,1000,chlorine,Sodium Hypochlorite 12%,3,3.90
7.4,80,0,200,30,5000,chlorine,Sodium Hypochlorite 12%,3,19.50
7.4,80,0,200,30,10000,chlorine,Sodium Hypochlorite 12%,3,39.00
7.4,80,0,200,30,20000,chlorine,Sodium Hypochlorite 12%,3,78.00
7.4,80,0,200,30,50000,chlorine,Sodium Hypochlorite 12%,3,195.00
7.4,80,0,200,30,100000,chlorine,Sodium Hypochlorite 12%,3,390.00
7.4,80,0,200,30,400,chlorine,Lithium Hypochlorite 35%,3,0.48
7.4,80,0,200,30,1000,chlorine,Lithium Hypochlorite 35%,3,1.20
7.4,80,0,200,30,5000,chlorine,Lithium Hypochlorite 35%,3,6.00
7.4,80,0,200,30,10000,chlorine,Lithium Hypochlorite 35%,3,12.00
7.4,80,0,200,30,20000,chlorine,Lithium Hypochlorite 35%,3,24.00
7.4,80,0,200,30,50000,chlorine,Lithium Hypochlorite 35%,3,60.00
7.4,80,0,200,30,100000,chlorine,Lithium Hypochlorite 35%,3,120.00
7.4,80,0,200,30,400,chlorine,Trichlor 90%,3,0.18
7.4,80,0,200,30,1000,chlorine,Trichlor 90%,3,0.45
7.4,80,0,200,30,5000,chlorine,Trichlor 90%,3,2.25
7.4,80,0,200,30,10000,chlorine,Trichlor 90%,3,4.50
7.4,80,0,200,30,20000,chlorine,Trichlor 90%,3,9.00
7.4,80,0,200,30,50000,chlorine,Trichlor 90%,3,22.50
7.4,80,0,200,30,100000,chlorine,Trichlor 90%,3,45.00
7.4,80,0,200,30,400,chlorine,Dichlor 56%,3,0.30
7.4,80,0,200,30,1000,chlorine,Dichlor 56%,3,0.75
7.4,80,0,200,30,5000,chlorine,Dichlor 56%,3,3.75
7.4,80,0,200,30,10000,chlorine,Dichlor 56%,3,7.50
7.4,80,0,200,30,20000,chlorine,Dichlor 56%,3,15.00
7.4,80,0,200,30,50000,chlorine,Dichlor 56%,3,37.50
7.4,80,0,200,30,100000,chlorine,Dichlor 56%,3,75.00
7.4,80,0,200,30,400,chlorine,Dichlor 62%,3,0.33
7.4,80,0,200,30,1000,chlorine,Dichlor 62%,3,0.81
7.4,80,0,200,30,5000,chlorine,Dichlor 62%,3,4.02
7.4,80,0,200,30,10000,chlorine,Dichlor 62%,3,8.01
7.4,80,0,200,30,20000,chlorine,Dichlor 62%,3,16.02
7.4,80,0,200,30,50000,chlorine,Dichlor 62%,3,40.05
7.4,80,0,200,30,100000,chlorine,Dichlor 62%,3,80.10
7.4,80,0,200,30,400,chlorine,Chlorine Gas,3,0.15
7.4,80,1,200,30,400,chlorine,Chlorine Gas,3,0.10
7.4,80,2,200,30,400,chlorine,Chlorine Gas,3,0.05
7.4,80,0,200,30,1000,chlorine,Chlorine Gas,3,0.39
7.4,80,1,200,30,1000,chlorine,Chlorine Gas,3,0.26
7.4,80,2,200,30,1000,chlorine,Chlorine Gas,3,0.13
7.4,80,0,200,30,5000,chlorine,Chlorine Gas,3,1.95
7.4,80,1,200,30,5000,chlorine,Chlorine Gas,3,1.30
7.4,80,2,200,30,5000,chlorine,Chlorine Gas,3,0.65
7.4,80,0,200,30,10000,chlorine,Chlorine Gas,3,3.90
7.4,80,1,200,30,10000,chlorine,Chlorine Gas,3,2.60
7.4,80,2,200,30,10000,chlorine,Chlorine Gas,3,1.30
7.4,80,0,200,30,20000,chlorine,Chlorine Gas,3,7.80
7.4,80,1,200,30,20000,chlorine,Chlorine Gas,3,5.20
7.4,80,2,200,30,20000,chlorine,Chlorine Gas,3,2.60
7.4,80,0,200,30,50000,chlorine,Chlorine Gas,3,19.50
7.4,80,1,200,30,50000,chlorine,Chlorine Gas,3,13.00
7.4,80,2,200,30,50000,chlorine,Chlorine Gas,3,6.50
7.4,80,0,200,30,100000,chlorine,Chlorine Gas,3,39.00
7.4,80,1,200,30,100000,chlorine,Chlorine Gas,3,26.00
7.4,80,2,200,30,100000,chlorine,Chlorine Gas,3,13.00
7.4,80,0,200,30,400,chlorine,Calcium Hypochlorite 67%,3,0.24
7.4,80,1,200,30,400,chlorine,Calcium Hypochlorite 67%,3,0.16
7.4,80,2,200,30,400,chlorine,Calcium Hypochlorite 67%,3,0.08
7.4,80,0,200,30,1000,chlorine,Calcium Hypochlorite 67%,3,0.60
7.4,80,1,200,30,1000,chlorine,Calcium Hypochlorite 67%,3,0.40
7.4,80,2,200,30,1000,chlorine,Calcium Hypochlorite 67%,3,0.20
7.4,80,0,200,30,5000,chlorine,Calcium Hypochlorite 67%,3,3.00
7.4,80,1,200,30,5000,chlorine,Calcium Hypochlorite 67%,3,2.00
7.4,80,2,200,30,5000,chlorine,Calcium Hypochlorite 67%,3,1.00
7.4,80,0,200,30,10000,chlorine,Calcium Hypochlorite 67%,3,6.00
7.4,80,1,200,30,10000,chlorine,Calcium Hypochlorite 67%,3,4.00
7.4,80,2,200,30,10000,chlorine,Calcium Hypochlorite 67%,3,2.00
7.4,80,0,200,30,20000,chlorine,Calcium Hypochlorite 67%,3,12.00
7.4,80,1,200,30,20000,chlorine,Calcium Hypochlorite 67%,3,8.00
7.4,80,2,200,30,20000,chlorine,Calcium Hypochlorite 67%,3,4.00
7.4,80,0,200,30,50000,chlorine,Calcium Hypochlorite 67%,3,30.00
7.4,80,1,200,30,50000,chlorine,Calcium Hypochlorite 67%,3,20.00
7.4,80,2,200,30,50000,chlorine,Calcium Hypochlorite 67%,3,10.00
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 67%,3,60.00
7.4,80,1,200,30,100000,chlorine,Calcium Hypochlorite 67%,3,40.00
7.4,80,2,200,30,100000,chlorine,Calcium Hypochlorite 67%,3,20.00
7.4,80,0,200,30,400,chlorine,Calcium Hypochlorite 75%,3,0.36
7.4,80,1,200,30,400,chlorine,Calcium Hypochlorite 75%,3,0.24
7.4,80,2,200,30,400,chlorine,Calcium Hypochlorite 75%,3,0.12
7.4,80,0,200,30,1000,chlorine,Calcium Hypochlorite 75%,3,0.90
7.4,80,1,200,30,1000,chlorine,Calcium Hypochlorite 75%,3,0.60
7.4,80,2,200,30,1000,chlorine,Calcium Hypochlorite 75%,3,0.30
7.4,80,0,200,30,5000,chlorine,Calcium Hypochlorite 75%,3,4.47
7.4,80,1,200,30,5000,chlorine,Calcium Hypochlorite 75%,3,2.98
7.4,80,2,200,30,5000,chlorine,Calcium Hypochlorite 75%,3,1.49
7.4,80,0,200,30,10000,chlorine,Calcium Hypochlorite 75%,3,8.91
7.4,80,1,200,30,10000,chlorine,Calcium Hypochlorite 75%,3,5.94
7.4,80,2,200,30,10000,chlorine,Calcium Hypochlorite 75%,3,2.97
7.4,80,0,200,30,20000,chlorine,Calcium Hypochlorite 75%,3,17.82
7.4,80,1,200,30,20000,chlorine,Calcium Hypochlorite 75%,3,11.88
7.4,80,2,200,30,20000,chlorine,Calcium Hypochlorite 75%,3,5.94
7.4,80,0,200,30,50000,chlorine,Calcium Hypochlorite 75%,3,44.55
7.4,80,1,200,30,50000,chlorine,Calcium Hypochlorite 75%,3,29.70
7.4,80,2,200,30,50000,chlorine,Calcium Hypochlorite 75%,3,14.85
7.4,80,0,200,30,100000,chlorine,Calcium Hypochlorite 75%,3,89.10
7.4,80,1,200,30,100000,chlorine,Calcium Hypochlorite 75%,3,59.40
7.4,80,2,200,30,100000,chlorine,Calcium Hypochlorite 75%,3,29.70
7.4,80,0,200,30,400,chlorine,Sodium Hypochlorite 12%,3,1.56
7.4,80,1,200,30,400,chlorine,Sodium Hypochlorite 12%,3,1.04
7.4,80,2,200,30,400,chlorine,Sodium Hypochlorite 12%,3,0.52
7.4,80,0,200,30,1000,chlorine,Sodium Hypochlorite 12%,3,3.90
7.4,80,1,200,30,1000,chlorine,Sodium Hypochlorite 12%,3,2.60
7.4,80,2,200,30,1000,chlorine,Sodium Hypochlorite 12%,3,1.30
7.4,80,0,200,30,5000,chlorine,Sodium Hypochlorite 12%,3,19.50
7.4,80,1,200,30,5000,chlorine,Sodium Hypochlorite 12%,3,13.00
7.4,80,2,200,30,5000,chlorine,Sodium Hypochlorite 12%,3,6.50
7.4,80,0,200,30,10000,chlorine,Sodium Hypochlorite 12%,3,39.00
7.4,80,1,200,30,10000,chlorine,Sodium Hypochlorite 12%,3,26.00
7.4,80,2,200,30,10000,chlorine,Sodium Hypochlorite 12%,3,13.00
7.4,80,0,200,30,20000,chlorine,Sodium Hypochlorite 12%,3,78.00
7.4,80,1,200,30,20000,chlorine,Sodium Hypochlorite 12%,3,52.00
7.4,80,2,200,30,20000,chlorine,Sodium Hypochlorite 12%,3,26.00
7.4,80,0,200,30,50000,chlorine,Sodium Hypochlorite 12%,3,195.00
7.4,80,1,200,30,50000,chlorine,Sodium Hypochlorite 12%,3,130.00
7.4,80,2,200,30,50000,chlorine,Sodium Hypochlorite 12%,3,65.00
7.4,80,0,200,30,100000,chlorine,Sodium Hypochlorite 12%,3,390.00
7.4,80,1,200,30,100000,chlorine,Sodium Hypochlorite 12%,3,260.00
7.4,80,2,200,30,100000,chlorine,Sodium Hypochlorite 12%,3,130.00
7.4,80,0,200,30,400,chlorine,Lithium Hypochlorite 35%,3,0.48
7.4,80,1,200,30,400,chlorine,Lithium Hypochlorite 35%,3,0.32
7.4,80,2,200,30,400,chlorine,Lithium Hypochlorite 35%,3,0.16
7.4,80,0,200,30,1000,chlorine,Lithium Hypochlorite 35%,3,1.20
7.4,80,1,200,30,1000,chlorine,Lithium Hypochlorite 35%,3,0.80
7.4,80,2,200,30,1000,chlorine,Lithium Hypochlorite 35%,3,0.40
7.4,80,0,200,30,5000,chlorine,Lithium Hypochlorite 35%,3,6.00
7.4,80,1,200,30,5000,chlorine,Lithium Hypochlorite 35%,3,4.00
7.4,80,2,200,30,5000,chlorine,Lithium Hypochlorite 35%,3,2.00
7.4,80,0,200,30,10000,chlorine,Lithium Hypochlorite 35%,3,12.00
7.4,80,1,200,30,10000,chlorine,Lithium Hypochlorite 35%,3,8.00
7.4,80,2,200,30,10000,chlorine,Lithium Hypochlorite 35%,3,4.00
7.4,80,0,200,30,20000,chlorine,Lithium Hypochlorite 35%,3,24.00
7.4,80,1,200,30,20000,chlorine,Lithium Hypochlorite 35%,3,16.00
7.4,80,2,200,30,20000,chlorine,Lithium Hypochlorite 35%,3,8.00
7.4,80,0,200,30,50000,chlorine,Lithium Hypochlorite 35%,3,60.00
7.4,80,1,200,30,50000,chlorine,Lithium Hypochlorite 35%,3,40.00
7.4,80,2,200,30,50000,chlorine,Lithium Hypochlorite 35%,3,20.00
7.4,80,0,200,30,100000,chlorine,Lithium Hypochlorite 35%,3,120.00
7.4,80,1,200,30,100000,chlorine,Lithium Hypochlorite 35%,3,80.00
7.4,80,2,200,30,100000,chlorine,Lithium Hypochlorite 35%,3,40.00
7.4,80,0,200,30,400,chlorine,Trichlor 90%,3,0.18
7.4,80,1,200,30,400,chlorine,Trichlor 90%,3,0.12
7.4,80,2,200,30,400,chlorine,Trichlor 90%,3,0.06
7.4,80,0,200,30,1000,chlorine,Trichlor 90%,3,0.45
7.4,80,1,200,30,1000,chlorine,Trichlor 90%,3,0.30
7.4,80,2,200,30,1000,chlorine,Trichlor 90%,3,0.15
7.4,80,0,200,30,5000,chlorine,Trichlor 90%,3,2.25
7.4,80,1,200,30,5000,chlorine,Trichlor 90%,3,1.50
7.4,80,2,200,30,5000,chlorine,Trichlor 90%,3,0.75
7.4,80,0,200,30,10000,chlorine,Trichlor 90%,3,4.50
7.4,80,1,200,30,10000,chlorine,Trichlor 90%,3,3.00
7.4,80,2,200,30,10000,chlorine,Trichlor 90%,3,1.50
7.4,80,0,200,30,20000,chlorine,Trichlor 90%,3,9.00
7.4,80,1,200,30,20000,chlorine,Trichlor 90%,3,6.00
7.4,80,2,200,30,20000,chlorine,Trichlor 90%,3,3.00
7.4,80,0,200,30,50000,chlorine,Trichlor 90%,3,22.50
7.4,80,1,200,30,50000,chlorine,Trichlor 90%,3,15.00
7.4,80,2,200,30,50000,chlorine,Trichlor 90%,3,7.50
7.4,80,0,200,30,100000,chlorine,Trichlor 90%,3,45.00
7.4,80,1,200,30,100000,chlorine,Trichlor 90%,3,30.00
7.4,80,2,200,30,100000,chlorine,Trichlor 90%,3,15.00
7.4,80,0,200,30,400,chlorine,Dichlor 56%,3,0.30
7.4,80,1,200,30,400,chlorine,Dichlor 56%,3,0.20
7.4,80,2,200,30,400,chlorine,Dichlor 56%,3,0.10
7.4,80,0,200,30,1000,chlorine,Dichlor 56%,3,0.75
7.4,80,1,200,30,1000,chlorine,Dichlor 56%,3,0.50
7.4,80,2,200,30,1000,chlorine,Dichlor 56%,3,0.25
7.4,80,0,200,30,5000,chlorine,Dichlor 56%,3,3.75
7.4,80,1,200,30,5000,chlorine,Dichlor 56%,3,2.50
7.4,80,2,200,30,5000,chlorine,Dichlor 56%,3,1.25
7.4,80,0,200,30,10000,chlorine,Dichlor 56%,3,7.50
7.4,80,1,200,30,10000,chlorine,Dichlor 56%,3,5.00
7.4,80,2,200,30,10000,chlorine,Dichlor 56%,3,2.50
7.4,80,0,200,30,20000,chlorine,Dichlor 56%,3,15.00
7.4,80,1,200,30,20000,chlorine,Dichlor 56%,3,10.00
7.4,80,2,200,30,20000,chlorine,Dichlor 56%,3,5.00
7.4,80,0,200,30,50000,chlorine,Dichlor 56%,3,37.50
7.4,80,1,200,30,50000,chlorine,Dichlor 56%,3,25.00
7.4,80,2,200,30,50000,chlorine,Dichlor 56%,3,12.50
7.4,80,0,200,30,100000,chlorine,Dichlor 56%,3,75.00
7.4,80,1,200,30,100000,chlorine,Dichlor 56%,3,50.00
7.4,80,2,200,30,100000,chlorine,Dichlor 56%,3,25.00
7.4,80,0,200,30,400,chlorine,Dichlor 62%,3,0.33
7.4,80,1,200,30,400,chlorine,Dichlor 62%,3,0.22
7.4,80,2,200,30,400,chlorine,Dichlor 62%,3,0.11
7.4,80,0,200,30,1000,chlorine,Dichlor 62%,3,0.81
7.4,80,1,200,30,1000,chlorine,Dichlor 62%,3,0.54
7.4,80,2,200,30,1000,chlorine,Dichlor 62%,3,0.27
7.4,80,0,200,30,5000,chlorine,Dichlor 62%,3,4.02
7.4,80,1,200,30,5000,chlorine,Dichlor 62%,3,2.68
7.4,80,2,200,30,5000,chlorine,Dichlor 62%,3,1.34
7.4,80,0,200,30,10000,chlorine,Dichlor 62%,3,8.01
7.4,80,1,200,30,10000,chlorine,Dichlor 62%,3,5.34
7.4,80,2,200,30,10000,chlorine,Dichlor 62%,3,2.67
7.4,80,0,200,30,20000,chlorine,Dichlor 62%,3,16.02
7.4,80,1,200,30,20000,chlorine,Dichlor 62%,3,10.68
